video_id,file_name,source_path,relative_path,file_size_bytes,duration_seconds,resolution,aspect_ratio,fps,video_codec,audio_present,audio_codec,metadata_readable,analysis_status,probe_error
fv_0018,40岁女性练八爪鱼需要多久呢.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练八爪鱼需要多久呢.mp4,已发/40岁女性练八爪鱼需要多久呢.mp4,22250018,16.881,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0019,40岁女性练出J致的盆底肌需要多久？6.1.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练出J致的盆底肌需要多久？6.1.mp4,已发/40岁女性练出J致的盆底肌需要多久？6.1.mp4,23675820,18.506,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0020,40岁女性都想拥有灵动蜜桃臀6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性都想拥有灵动蜜桃臀6.15.mp4,已发/40岁女性都想拥有灵动蜜桃臀6.15.mp4,23509921,18.181,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0021,40岁的女性修复盆底肌要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久.mp4,已发/40岁的女性修复盆底肌要多久.mp4,23406529,18.483,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0022,40岁的女性修复盆底肌要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久？.mp4,已发/40岁的女性修复盆底肌要多久？.mp4,23907421,18.506,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0023,40岁的女性练出八爪鱼要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼要多久.mp4,已发/40岁的女性练出八爪鱼要多久.mp4,21589503,16.811,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0024,40岁的女性练出八爪鱼需要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼需要多久？.mp4,已发/40岁的女性练出八爪鱼需要多久？.mp4,21503892,16.811,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0025,40＋的女性修复盆底肌要多久6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的女性修复盆底肌要多久6.15.mp4,已发/40＋的女性修复盆底肌要多久6.15.mp4,24258349,18.785,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0026,40＋的姐妹练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的姐妹练出紧致的盆底肌.mp4,已发/40＋的姐妹练出紧致的盆底肌.mp4,34497576,27.051,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0027,5月15日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月15日.mp4,已发/5月15日.mp4,25734495,20.039,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0028,5月16日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月16日.mp4,已发/5月16日.mp4,33953896,26.145,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0029,一个动作让你练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个动作让你练出紧致的盆底肌.mp4,已发/一个动作让你练出紧致的盆底肌.mp4,38152164,29.837,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,26665195,20.619,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0031,一个小球帮你练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球帮你练出少女腹.mp4,已发/一个小球帮你练出少女腹.mp4,13284415,10.077,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,20064546,15.209,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0033,一个瑜伽小球告别臀凹陷6.4.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别臀凹陷6.4.mp4,已发/一个瑜伽小球告别臀凹陷6.4.mp4,14748341,11.122,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,27384872,20.875,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,21829662,16.974,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,40404169,31.904,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0037,一个瑜伽小球练出紧致八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出紧致八爪鱼.mp4,已发/一个瑜伽小球练出紧致八爪鱼.mp4,29638945,23.173,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0038,一个瑜伽小球练出美丽的八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的八爪鱼.mp4,已发/一个瑜伽小球练出美丽的八爪鱼.mp4,19624994,15.069,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0039,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,已发/一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,22916810,17.67,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0040,一个瑜伽小球练出美丽的马甲线6.2.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的马甲线6.2.mp4,已发/一个瑜伽小球练出美丽的马甲线6.2.mp4,14437412,11.285,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0041,一个瑜伽小球肚子平了臀饱满6.10.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,20133263,15.58,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0042,一个瑜伽小球肚子平了臀饱满了6.17.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,21951308,16.904,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0043,一个瑜伽球练出八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽球练出八爪鱼.mp4,已发/一个瑜伽球练出八爪鱼.mp4,13418700,13.142,720x1280,9:16,30.000,h264,true,aac,true,success,
fv_0044,一分钟握力测试多少次才算及格呢 切片.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一分钟握力测试多少次才算及格呢 切片.mp4,已发/一分钟握力测试多少次才算及格呢 切片.mp4,190330010,151.742,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0045,一咳嗽就失控这个动作告别尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一咳嗽就失控这个动作告别尴尬.mp4,已发/一咳嗽就失控这个动作告别尴尬.mp4,60822104,48.135,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0046,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,42879470,34.087,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0047,三个动作帮你唤醒身体好状态.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/三个动作帮你唤醒身体好状态.mp4,已发/三个动作帮你唤醒身体好状态.mp4,22680397,17.345,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0048,不管生了几个就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/不管生了几个就练这几个动作6.15.mp4,已发/不管生了几个就练这几个动作6.15.mp4,31206382,24.334,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0049,产后假跨宽这一式越练越J.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后假跨宽这一式越练越J.mp4,已发/产后假跨宽这一式越练越J.mp4,33503459,26.633,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0050,产后小腹下垂练这一式收固盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后小腹下垂练这一式收固盆底.mp4,已发/产后小腹下垂练这一式收固盆底.mp4,91887302,73.468,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0051,产后尴尬漏氵一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵一个动作帮你改变.mp4,已发/产后尴尬漏氵一个动作帮你改变.mp4,78721695,62.322,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0052,产后尴尬漏氵只需一个小球帮你.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵只需一个小球帮你.mp4,已发/产后尴尬漏氵只需一个小球帮你.mp4,23751135,18.367,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0053,产后扁平臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后扁平臀.mp4,已发/产后扁平臀.mp4,26186243,20.085,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0054,产后漏尿尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏尿尴尬.mp4,已发/产后漏尿尴尬.mp4,29740340,22.848,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0055,产后漏水不用愁一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏水不用愁一个小球帮你改变.mp4,已发/产后漏水不用愁一个小球帮你改变.mp4,32594077,25.472,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0056,产后盆底高张一个动作帮你改善.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后盆底高张一个动作帮你改善.mp4,已发/产后盆底高张一个动作帮你改善.mp4,27976658,21.548,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0057,产后膨出脱垂只需一个动作搞定.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后膨出脱垂只需一个动作搞定.mp4,已发/产后膨出脱垂只需一个动作搞定.mp4,93206757,74.048,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0058,产后臀凹陷一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后臀凹陷一个动作帮你改变.mp4,已发/产后臀凹陷一个动作帮你改变.mp4,16902223,12.98,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0059,产后骨盆外翻一个动作告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作告别困扰.mp4,已发/产后骨盆外翻一个动作告别困扰.mp4,52269578,41.355,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0060,产后骨盆外翻一个动作帮你回正6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作帮你回正6.11.mp4,已发/产后骨盆外翻一个动作帮你回正6.11.mp4,94219972,74.977,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0061,会跳舞的臀你想拥有吗？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的臀你想拥有吗？.mp4,已发/会跳舞的臀你想拥有吗？.mp4,13539833,10.634,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,14014858,10.634,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0063,停水停电这个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/停水停电这个动作帮你改变.mp4,已发/停水停电这个动作帮你改变.mp4,81093759,63.298,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0064,前壁膨出一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/前壁膨出一个小球帮你改变.mp4,已发/前壁膨出一个小球帮你改变.mp4,56510512,44.605,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0065,口子闭合不上一个小球告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/口子闭合不上一个小球告别困扰.mp4,已发/口子闭合不上一个小球告别困扰.mp4,61206287,48.181,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0066,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,21136990,16.648,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0067,只需一个动作小腹凸出不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作小腹凸出不见了.mp4,已发/只需一个动作小腹凸出不见了.mp4,55385840,42.91,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0068,只需一个动作收腰收胯收盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作收腰收胯收盆底.mp4,已发/只需一个动作收腰收胯收盆底.mp4,41043301,32.252,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0069,只需一个动作改善悬垂腹内压力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作改善悬垂腹内压力6.15.mp4,已发/只需一个动作改善悬垂腹内压力6.15.mp4,15794899,12.608,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0070,只需一个动作盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆底肌越练越紧.mp4,已发/只需一个动作盆底肌越练越紧.mp4,36635797,28.282,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0071,只需一个动作盆盆松练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆盆松练出少女腹.mp4,已发/只需一个动作盆盆松练出少女腹.mp4,13657125,10.17,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0072,只需一个动作练出会动的蜜桃臀6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作练出会动的蜜桃臀6.12.mp4,已发/只需一个动作练出会动的蜜桃臀6.12.mp4,14934322,11.819,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0073,只需一个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作肚子平了臀翘了.mp4,已发/只需一个动作肚子平了臀翘了.mp4,13232749,10.356,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0074,只需一个动作腰细了盆底J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了盆底J致了6.12.mp4,已发/只需一个动作腰细了盆底J致了6.12.mp4,15373344,11.819,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0075,只需一个动作腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了臀部翘了.mp4,已发/只需一个动作腰细了臀部翘了.mp4,16801581,12.701,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0076,只需一个动作腿细了胯缩小了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腿细了胯缩小了.mp4,已发/只需一个动作腿细了胯缩小了.mp4,46363393,36.641,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0077,只需一个动作臀饱满了腰细了6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满了腰细了6.11.mp4,已发/只需一个动作臀饱满了腰细了6.11.mp4,13722770,10.356,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0078,只需一个动作臀饱满盆底肌J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,17423831,13.816,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0079,只需一个小球内脏下垂不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球内脏下垂不见了.mp4,已发/只需一个小球内脏下垂不见了.mp4,55156240,42.934,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0080,只需一个小球告别跑跳漏水困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球告别跑跳漏水困扰.mp4,已发/只需一个小球告别跑跳漏水困扰.mp4,36271209,28.723,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0081,只需一个小球拯救妈妈臀臀凹陷.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球拯救妈妈臀臀凹陷.mp4,已发/只需一个小球拯救妈妈臀臀凹陷.mp4,38141566,29.652,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0082,只需一个小球练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球练出紧致的盆底肌.mp4,已发/只需一个小球练出紧致的盆底肌.mp4,49684991,38.777,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0083,只需一个小球腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球腰细了臀部翘了.mp4,已发/只需一个小球腰细了臀部翘了.mp4,16193309,12.655,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0084,只需一个小球让盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球让盆底肌越练越紧.mp4,已发/只需一个小球让盆底肌越练越紧.mp4,48622996,38.289,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0085,只需一个小球跑跳尴尬没有了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球跑跳尴尬没有了.mp4,已发/只需一个小球跑跳尴尬没有了.mp4,28163059,22.105,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,24566473,19.435,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,23680105,18.344,1080x1920,9:16,30.000,h264,true,aac,true,success,
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,14770543,11.169,1080x1920,9:16,30.000,h264,true,aac,true,success,
