video_id,file_name,source_path,relative_path,file_exists,file_size_bytes,duration_seconds_matrix,duration_seconds_ffprobe,resolution_matrix,resolution_ffprobe,aspect_ratio_matrix,fps,video_codec,audio_present,audio_codec,ffprobe_status,ffprobe_error,ffmpeg_decode_status,ffmpeg_decode_error,frame_timecodes,contact_sheet_created,contact_sheet_status,contact_sheet_path_local_ignored,metadata_validation_note
fv_0084,只需一个小球让盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球让盆底肌越练越紧.mp4,已发/只需一个小球让盆底肌越练越紧.mp4,true,48622996,38.289,38.289,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:06.892；00:00:12.252；00:00:18.379；00:00:24.505；00:00:30.631；00:00:37.939,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0084.jpg,technical_validation_only_not_content_validation
fv_0085,只需一个小球跑跳尴尬没有了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球跑跳尴尬没有了.mp4,已发/只需一个小球跑跳尴尬没有了.mp4,true,28163059,22.105,22.105,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.979；00:00:07.074；00:00:10.610；00:00:14.147；00:00:17.684；00:00:21.755,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0085.jpg,technical_validation_only_not_content_validation
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,true,24566473,19.435,19.435,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.498；00:00:06.219；00:00:09.329；00:00:12.438；00:00:15.548；00:00:19.085,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0086.jpg,technical_validation_only_not_content_validation
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,true,23680105,18.344,18.344,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.302；00:00:05.870；00:00:08.805；00:00:11.740；00:00:14.675；00:00:17.994,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0087.jpg,technical_validation_only_not_content_validation
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,true,14770543,11.169,11.169,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.894；00:00:02.010；00:00:03.574；00:00:05.361；00:00:07.148；00:00:08.935；00:00:10.819,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0088.jpg,technical_validation_only_not_content_validation
fv_0089,只需三个动作帮你瘦臀瘦肚子.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作帮你瘦臀瘦肚子.mp4,已发/只需三个动作帮你瘦臀瘦肚子.mp4,true,24622069,19.249,19.249,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.465；00:00:06.160；00:00:09.240；00:00:12.319；00:00:15.399；00:00:18.899,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0089.jpg,technical_validation_only_not_content_validation
fv_0090,只需三个动作臀饱满腰背挺拔6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作臀饱满腰背挺拔6.15.mp4,已发/只需三个动作臀饱满腰背挺拔6.15.mp4,true,21293657,16.37,16.370,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.947；00:00:05.238；00:00:07.858；00:00:10.477；00:00:13.096；00:00:16.020,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0090.jpg,technical_validation_only_not_content_validation
fv_0091,只需三个动作让P底紧致Q弹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作让P底紧致Q弹.mp4,已发/只需三个动作让P底紧致Q弹.mp4,true,20926811,16.138,16.138,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.905；00:00:05.164；00:00:07.746；00:00:10.328；00:00:12.910；00:00:15.788,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0091.jpg,technical_validation_only_not_content_validation
fv_0092,只需两个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需两个动作肚子平了臀翘了.mp4,已发/只需两个动作肚子平了臀翘了.mp4,true,20899097,16.045,16.045,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.888；00:00:05.134；00:00:07.702；00:00:10.269；00:00:12.836；00:00:15.695,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0092.jpg,technical_validation_only_not_content_validation
fv_0093,只需四个动作告别松弛漏水尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需四个动作告别松弛漏水尴尬.mp4,已发/只需四个动作告别松弛漏水尴尬.mp4,true,26378626,20.433,20.433,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.678；00:00:06.539；00:00:09.808；00:00:13.077；00:00:16.346；00:00:20.083,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0093.jpg,technical_validation_only_not_content_validation
fv_0094,只需四个动作臀翘了小肚子平了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需四个动作臀翘了小肚子平了.mp4,已发/只需四个动作臀翘了小肚子平了.mp4,true,21852061,16.974,16.974,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.055；00:00:05.432；00:00:08.148；00:00:10.863；00:00:13.579；00:00:16.624,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0094.jpg,technical_validation_only_not_content_validation
fv_0095,四个动作修复盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/四个动作修复盆底肌.mp4,已发/四个动作修复盆底肌.mp4,true,41876275,32.577,32.577,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:05.864；00:00:10.425；00:00:15.637；00:00:20.849；00:00:26.062；00:00:32.227,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0095.jpg,technical_validation_only_not_content_validation
fv_0096,四个动作告别跑跳漏水的问题6.1（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/四个动作告别跑跳漏水的问题6.1（2）.mp4,已发/四个动作告别跑跳漏水的问题6.1（2）.mp4,true,32714240,25.472,25.472,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.585；00:00:08.151；00:00:12.227；00:00:16.302；00:00:20.378；00:00:25.122,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0096.jpg,technical_validation_only_not_content_validation
fv_0097,女性再懒也要练这四个动作6.5.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/女性再懒也要练这四个动作6.5.mp4,已发/女性再懒也要练这四个动作6.5.mp4,true,20305911,15.952,15.952,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.871；00:00:05.105；00:00:07.657；00:00:10.209；00:00:12.762；00:00:15.602,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0097.jpg,technical_validation_only_not_content_validation
fv_0098,宝妈必看.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/宝妈必看.mp4,已发/宝妈必看.mp4,true,39320751,38.22,38.220,720x1280,720x1280,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:06.880；00:00:12.230；00:00:18.346；00:00:24.461；00:00:30.576；00:00:37.870,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0098.jpg,technical_validation_only_not_content_validation
fv_0099,小肚子凸出.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/小肚子凸出.mp4,已发/小肚子凸出.mp4,true,24339113,23.614,23.614,720x1280,720x1280,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.251；00:00:07.556；00:00:11.335；00:00:15.113；00:00:18.891；00:00:23.264,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0099.jpg,technical_validation_only_not_content_validation
fv_0100,小腹凸出 妈妈臀就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/小腹凸出 妈妈臀就练这几个动作6.15.mp4,已发/小腹凸出 妈妈臀就练这几个动作6.15.mp4,true,30594817,23.8,23.800,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.284；00:00:07.616；00:00:11.424；00:00:15.232；00:00:19.040；00:00:23.450,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0100.jpg,technical_validation_only_not_content_validation
