current_video_id,file_name,source_path,relative_path,file_size_mb,duration_seconds,resolution,aspect_ratio,fps,has_audio,video_codec,audio_codec,video_read_status,first_frame_decode_status,error_message,possible_duplicate_group,notes
cfv_0013,先减肥还是先改善漏尿.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/先减肥还是先改善漏尿.mp4,先减肥还是先改善漏尿.mp4,80.732,60.534,1080x1920,9:16,60.000,true,hevc,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0014,别再疯狂练收紧可能越练越漏尿.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/别再疯狂练收紧可能越练越漏尿.mp4,别再疯狂练收紧可能越练越漏尿.mp4,58.422,43.769,1080x1920,9:16,60.000,true,hevc,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0015,单纯练凯格尔能改善漏尿吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/单纯练凯格尔能改善漏尿吗.mp4,单纯练凯格尔能改善漏尿吗.mp4,241.990,184.134,1080x1920,9:16,60.000,true,hevc,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0016,妈妈臀 臀凹陷一个动作饱满臀部.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/妈妈臀 臀凹陷一个动作饱满臀部.mp4,妈妈臀 臀凹陷一个动作饱满臀部.mp4,18.700,13.305,1080x1920,9:16,60.000,true,hevc,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0017,._每天练习这个动作越练越有力量6.6.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/._每天练习这个动作越练越有力量6.6.mp4,已发/._每天练习这个动作越练越有力量6.6.mp4,0.004,pending,pending,pending,pending,false,pending,,failed,not_run,AppleDouble metadata file：文件名以 ._ 开头，不按正常视频解析,,AppleDouble 元数据噪音
cfv_0018,30岁的女性练八爪鱼要多久6.2（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/30岁的女性练八爪鱼要多久6.2（4）.mp4,已发/30岁的女性练八爪鱼要多久6.2（4）.mp4,21.865,17.554,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0019,40岁女性练八爪鱼需要多久呢.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练八爪鱼需要多久呢.mp4,已发/40岁女性练八爪鱼需要多久呢.mp4,21.219,16.881,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0020,40岁女性练出J致的盆底肌需要多久？6.1.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练出J致的盆底肌需要多久？6.1.mp4,已发/40岁女性练出J致的盆底肌需要多久？6.1.mp4,22.579,18.506,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0021,40岁女性都想拥有灵动蜜桃臀6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性都想拥有灵动蜜桃臀6.15.mp4,已发/40岁女性都想拥有灵动蜜桃臀6.15.mp4,22.421,18.181,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0022,40岁的女性修复盆底肌要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久.mp4,已发/40岁的女性修复盆底肌要多久.mp4,22.322,18.483,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0023,40岁的女性修复盆底肌要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久？.mp4,已发/40岁的女性修复盆底肌要多久？.mp4,22.800,18.506,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0024,40岁的女性练出八爪鱼要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼要多久.mp4,已发/40岁的女性练出八爪鱼要多久.mp4,20.589,16.811,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0025,40岁的女性练出八爪鱼需要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼需要多久？.mp4,已发/40岁的女性练出八爪鱼需要多久？.mp4,20.508,16.811,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0026,40＋的女性修复盆底肌要多久6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的女性修复盆底肌要多久6.15.mp4,已发/40＋的女性修复盆底肌要多久6.15.mp4,23.135,18.785,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0027,40＋的姐妹练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的姐妹练出紧致的盆底肌.mp4,已发/40＋的姐妹练出紧致的盆底肌.mp4,32.899,27.051,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0028,5月15日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月15日.mp4,已发/5月15日.mp4,24.542,20.039,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0029,5月16日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月16日.mp4,已发/5月16日.mp4,32.381,26.145,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0030,一个动作让你练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个动作让你练出紧致的盆底肌.mp4,已发/一个动作让你练出紧致的盆底肌.mp4,36.385,29.837,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0031,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,25.430,20.619,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0032,一个小球帮你练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球帮你练出少女腹.mp4,已发/一个小球帮你练出少女腹.mp4,12.669,10.077,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0033,一个瑜伽小球告别小肚腩妈妈臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,19.135,15.209,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0034,一个瑜伽小球告别臀凹陷6.4.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别臀凹陷6.4.mp4,已发/一个瑜伽小球告别臀凹陷6.4.mp4,14.065,11.122,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0035,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,26.116,20.875,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0036,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,20.818,16.974,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0037,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,38.532,31.904,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0038,一个瑜伽小球练出紧致八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出紧致八爪鱼.mp4,已发/一个瑜伽小球练出紧致八爪鱼.mp4,28.266,23.173,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0039,一个瑜伽小球练出美丽的八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的八爪鱼.mp4,已发/一个瑜伽小球练出美丽的八爪鱼.mp4,18.716,15.069,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0040,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,已发/一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,21.855,17.670,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0041,一个瑜伽小球练出美丽的马甲线6.2.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的马甲线6.2.mp4,已发/一个瑜伽小球练出美丽的马甲线6.2.mp4,13.769,11.285,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0042,一个瑜伽小球肚子平了臀饱满6.10.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,19.201,15.580,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0043,一个瑜伽小球肚子平了臀饱满了6.17.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,20.934,16.904,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0044,一个瑜伽球练出八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽球练出八爪鱼.mp4,已发/一个瑜伽球练出八爪鱼.mp4,12.797,13.142,720x1280,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0045,一分钟握力测试多少次才算及格呢 切片.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一分钟握力测试多少次才算及格呢 切片.mp4,已发/一分钟握力测试多少次才算及格呢 切片.mp4,181.513,151.742,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0046,一咳嗽就失控这个动作告别尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一咳嗽就失控这个动作告别尴尬.mp4,已发/一咳嗽就失控这个动作告别尴尬.mp4,58.004,48.135,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0047,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,40.893,34.087,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0048,三个动作帮你唤醒身体好状态.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/三个动作帮你唤醒身体好状态.mp4,已发/三个动作帮你唤醒身体好状态.mp4,21.630,17.345,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0049,不管生了几个就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/不管生了几个就练这几个动作6.15.mp4,已发/不管生了几个就练这几个动作6.15.mp4,29.761,24.334,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0050,产后假跨宽这一式越练越J.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后假跨宽这一式越练越J.mp4,已发/产后假跨宽这一式越练越J.mp4,31.951,26.633,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0051,产后小腹下垂练这一式收固盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后小腹下垂练这一式收固盆底.mp4,已发/产后小腹下垂练这一式收固盆底.mp4,87.631,73.468,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0052,产后尴尬漏氵一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵一个动作帮你改变.mp4,已发/产后尴尬漏氵一个动作帮你改变.mp4,75.075,62.322,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0053,产后尴尬漏氵只需一个小球帮你.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵只需一个小球帮你.mp4,已发/产后尴尬漏氵只需一个小球帮你.mp4,22.651,18.367,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0054,产后扁平臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后扁平臀.mp4,已发/产后扁平臀.mp4,24.973,20.085,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0055,产后漏尿尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏尿尴尬.mp4,已发/产后漏尿尴尬.mp4,28.363,22.848,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0056,产后漏水不用愁一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏水不用愁一个小球帮你改变.mp4,已发/产后漏水不用愁一个小球帮你改变.mp4,31.084,25.472,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0057,产后盆底高张一个动作帮你改善.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后盆底高张一个动作帮你改善.mp4,已发/产后盆底高张一个动作帮你改善.mp4,26.681,21.548,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0058,产后膨出脱垂只需一个动作搞定.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后膨出脱垂只需一个动作搞定.mp4,已发/产后膨出脱垂只需一个动作搞定.mp4,88.889,74.048,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0059,产后臀凹陷一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后臀凹陷一个动作帮你改变.mp4,已发/产后臀凹陷一个动作帮你改变.mp4,16.119,12.980,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0060,产后骨盆外翻一个动作告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作告别困扰.mp4,已发/产后骨盆外翻一个动作告别困扰.mp4,49.848,41.355,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0061,产后骨盆外翻一个动作帮你回正6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作帮你回正6.11.mp4,已发/产后骨盆外翻一个动作帮你回正6.11.mp4,89.855,74.977,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0062,会跳舞的臀你想拥有吗？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的臀你想拥有吗？.mp4,已发/会跳舞的臀你想拥有吗？.mp4,12.913,10.634,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0063,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,13.366,10.634,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0064,停水停电这个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/停水停电这个动作帮你改变.mp4,已发/停水停电这个动作帮你改变.mp4,77.337,63.298,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0065,前壁膨出一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/前壁膨出一个小球帮你改变.mp4,已发/前壁膨出一个小球帮你改变.mp4,53.893,44.605,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0066,口子闭合不上一个小球告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/口子闭合不上一个小球告别困扰.mp4,已发/口子闭合不上一个小球告别困扰.mp4,58.371,48.181,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0067,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,20.158,16.648,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0068,只需一个动作小腹凸出不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作小腹凸出不见了.mp4,已发/只需一个动作小腹凸出不见了.mp4,52.820,42.910,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0069,只需一个动作收腰收胯收盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作收腰收胯收盆底.mp4,已发/只需一个动作收腰收胯收盆底.mp4,39.142,32.252,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0070,只需一个动作改善悬垂腹内压力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作改善悬垂腹内压力6.15.mp4,已发/只需一个动作改善悬垂腹内压力6.15.mp4,15.063,12.608,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0071,只需一个动作盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆底肌越练越紧.mp4,已发/只需一个动作盆底肌越练越紧.mp4,34.939,28.282,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0072,只需一个动作盆盆松练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆盆松练出少女腹.mp4,已发/只需一个动作盆盆松练出少女腹.mp4,13.024,10.170,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0073,只需一个动作练出会动的蜜桃臀6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作练出会动的蜜桃臀6.12.mp4,已发/只需一个动作练出会动的蜜桃臀6.12.mp4,14.242,11.819,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0074,只需一个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作肚子平了臀翘了.mp4,已发/只需一个动作肚子平了臀翘了.mp4,12.620,10.356,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0075,只需一个动作腰细了盆底J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了盆底J致了6.12.mp4,已发/只需一个动作腰细了盆底J致了6.12.mp4,14.661,11.819,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0076,只需一个动作腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了臀部翘了.mp4,已发/只需一个动作腰细了臀部翘了.mp4,16.023,12.701,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0077,只需一个动作腿细了胯缩小了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腿细了胯缩小了.mp4,已发/只需一个动作腿细了胯缩小了.mp4,44.216,36.641,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
cfv_0078,只需一个动作臀饱满了腰细了6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满了腰细了6.11.mp4,已发/只需一个动作臀饱满了腰细了6.11.mp4,13.087,10.356,1080x1920,9:16,30.000,true,h264,aac,success,success,,,ffprobe 元数据 + 首帧解码探针
